player_a, player_b, score_a, score_b, game_type, court, match_url
M. Copil,R. Jouan,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968610.html
D. Gremelmayr,R. Farah,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968609.html
B. Reynolds,B. Tomic,0,2,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968645.html
A. Bogomolov Jr,M. Ebden,1,2,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968643.html
M.Llodra/N.Zimonjic,M.Mirnyi/D.Nestor,0,2,ATP Double,Clay,http://tennis.wettpoint.com/en/games/965728.html
A. Kuznetsov,M. Bachinger,0,2,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968642.html
S. Vagnozzi,D. Guez,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968573.html
B. Kavcic,G. Trujillo-Soler,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968567.html
A. Molteni,D. Junqueira,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968574.html
P. Sousa,P. Lorenzi,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968568.html
V. Estrella,D. Munoz-De La Nava,1,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968505.html
G. Muller,R. Sweeting,2,0,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968644.html
S. Greul,L. Mayer,2,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968607.html
B. Puc,A. Ungur,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968571.html
T. Ito,C. Niland,2,1,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968640.html
A. Veic,G. Zemlja,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968570.html
A. Seppi,R. Stepanek,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968504.html
E. Korolev,F. Cipolla,0,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968506.html
J. Zopp,R. Machado,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968572.html
C. Stebe,J. Struff,1,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968608.html
N. Li,M. Sharapova,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/964913.html
R. Bemelmans,M. Matosevic,0,2,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968646.html
S. Bohli,R. De Voest,2,0,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968639.html
D. Tursunov,J. Ward,2,0,Challenger Tour ATP,Grass,http://tennis.wettpoint.com/en/games/968641.html
M. Youzhny,Y. Schukin,0,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968503.html
B.Bryan/M.Bryan,J.Cabal/E.Schwank,0,2,ATP Double,Clay,http://tennis.wettpoint.com/en/games/965727.html
M. Bartoli,F. Schiavone,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/964912.html
K. Mesaros,A. Balazs,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/968569.html
