player_a, player_b, score_a, score_b, game_type, court, match_url
B. Zahlavova Strycova,K. Barrois,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/971371.html
N. Mahut,A. Mannarino,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971287.html
L. Robson,A. Parra Santonja,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/971368.html
N. Almagro,M. Berrer,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971284.html
K. Date Krumm,M. Kirilenko,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971361.html
A. Dulgheru,A. Van Uytvanck,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971367.html
N. Mektic,D. Meffert,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971743.html
A. Veic,E. Roger-Vasselin,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971748.html
S. Bolelli,A. Weintraub,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971749.html
V. Millot,S. Stadler,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971750.html
M. Fucsovics,J. Eysseric,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971762.html
M. Gicquel,Z. Fleishman,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971745.html
J. Witten,R. Bemelmans,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971759.html
V. Pospisil,J. Aguilar,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971747.html
J. Millman,F. Wolmarans,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971763.html
D. Kindlmann,J. Mertl,0,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/971550.html
B. Dabul,A. Menendez-Maceiras,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/971549.html
Y. Sugita,D. Brands,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971760.html
J. Ouanna,C. Niland,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971742.html
A. Kuznetsov,S. Bohli,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971744.html
K. De Schepper,A. Kellner,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971751.html
B. Knittel,A. Bogdanovic,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971746.html
G. Soeda,L. Cook,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971761.html
M. Ebden,S. Greul,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971752.html
S. Lisicki,D. Hantuchova,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/970211.html
T. Gabashvili,K. Kravchuk,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971293.html
F. Pennetta,A. Bondarenko,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971362.html
D. Gremelmayr,L. Walter,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971297.html
A. Rus,S. Kuznetsova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/971373.html
F. Cipolla,J. Lemke,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971733.html
S. Robert,F. Dancevic,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971737.html
G. Alcaide,L. Lacko,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971764.html
F. Del Bonis,R. De Voest,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971728.html
B. Phau,A. Kudryavtsev,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971756.html
L. Rosol,D. Goffin,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971701.html
T. Schoorel,P. Polansky,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971713.html
R. Harrison,A. Ward,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971753.html
M. Crugnola,I. Van der Merwe,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971740.html
O. Golding,J. Milton,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971730.html
L. Broady,A. Di Mauro,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971736.html
R. Machado,R. Farah,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971709.html
P. Luczak,F. Nielsen,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971723.html
D. Smethurst,K. Beck,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971724.html
F. Dustov,E. Prodon,1,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/971552.html
P. Lorenzi,G. Jones,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971741.html
C. Stebe,M. Viola,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971755.html
A. Brianti,Y. Wickmayer,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/971369.html
A. Amanmuradova,R. Oprandi,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/971359.html
B.Zahlavova Strycova/K.Zakopalova,I.Senoglu/S.Sfar,2,1,WTA Double,Grass,http://tennis.wettpoint.com/en/games/971441.html
J.Huta Galung/R.Wassen,W.Moodie/D.Norman,2,1,WTA Double,Grass,http://tennis.wettpoint.com/en/games/971490.html
J. Tsonga,A. Murray,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/970045.html
F. Skugor,R. Dutra Da Silva,0,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971712.html
R. Bautista-Agut,D. Lojda,1,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971735.html
A. Flock,M. Matosevic,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971716.html
M. Semjan,C. Guccione,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971714.html
G. Olaso,O. Patience,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971758.html
A. Ungur,A. Delic,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971727.html
I. Klec,G. Rufin,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971715.html
J. Lisnard,V. Estrella,1,0,ATP,Grass,http://tennis.wettpoint.com/en/games/971711.html
A. Molteni,G. Burquier,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971739.html
B. Tomic,S. Rieschick,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971710.html
I. Minar,L. Mayer,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971757.html
C. Ball,D. Udomchoke,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971738.html
F. Bagnis,U. Ignatik,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971702.html
