player_a, player_b, score_a, score_b, game_type, court, match_url
G. Jones,Y. Sugita,2,1,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/963332.html
D. Sela,M. Mecir,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/963331.html
A. Bogomolov Jr,S. Darcis,0,2,ATP,Clay,http://tennis.wettpoint.com/en/games/963687.html
F. Dancevic,V. Crivoi,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963701.html
S. Lisicki,E. Bogdan,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/964052.html
J. Hampton,A. Wozniak,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/964053.html
A. Ramos,B. Knittel,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963702.html
R. Kulikova,M. Barthel,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/964051.html
B. Phau,I. Minar,2,1,ATP,Clay,http://tennis.wettpoint.com/en/games/963695.html
N. Ciric,D. Guez,1,2,ATP,Clay,http://tennis.wettpoint.com/en/games/963700.html
A. Kuznetsov,S. Robert,1,2,ATP,Clay,http://tennis.wettpoint.com/en/games/963690.html
L. Kubot,S. Greul,2,1,ATP,Clay,http://tennis.wettpoint.com/en/games/963697.html
J. Marti,R. Harrison,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963692.html
V. Diatchenko,S. Soler-Espinosa,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/964056.html
H. Watson,S. Voegele,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/964050.html
E. Prodon,A. Beck,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963699.html
A. Veic,S. Bolelli,2,1,ATP,Clay,http://tennis.wettpoint.com/en/games/963688.html
L. Rosol,M. Gicquel,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963698.html
C. Dentoni,E. Bychkova,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/964049.html
O. Govortsova,S. Karatantcheva,2,1,WTA,Clay,http://tennis.wettpoint.com/en/games/964054.html
J. Hernych,L. Mayer,1,2,ATP,Clay,http://tennis.wettpoint.com/en/games/963689.html
E. Daniilidou,M. Minella,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/964055.html
A. Pivovarova,S. Stephens,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/964045.html
D. Gremelmayr,R. Jouan,2,1,ATP,Clay,http://tennis.wettpoint.com/en/games/963691.html
T. Schoorel,J. Aguilar,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963694.html
P. Cetkovska,M. Erakovic,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/964046.html
N. Llagostera Vives,S. Dubois,2,1,WTA,Clay,http://tennis.wettpoint.com/en/games/964048.html
A. Di Mauro,A. Falla,1,2,ATP,Clay,http://tennis.wettpoint.com/en/games/963693.html
J. Tipsarevic,D. Gimeno-Traver,2,0,World Team Championship,Clay,http://tennis.wettpoint.com/en/games/964730.html
I. Kunitsyn,R. Karanusic,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/963159.html
A. Gensse,M. Ilhan,1,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963696.html
L. Ungur,Y. Chan,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/964047.html
P. Kohlschreiber,M. Youzhny,2,1,World Team Championship,Clay,http://tennis.wettpoint.com/en/games/964729.html
M. Jaziri,P. Carreno-Busta,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/963160.html
A. Arnaboldi,M. Ebden,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/963161.html
A. Dolgopolov,V. Hanescu,0,2,ATP,Clay,http://tennis.wettpoint.com/en/games/963256.html
M. Bartoli,A. Medina Garrigues,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/963201.html
S. Peng,V. Zvonareva,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/963384.html
N. Almagro,T. Berdych,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/963257.html
C. Wozniacki,F. Schiavone,2,1,WTA,Clay,http://tennis.wettpoint.com/en/games/963383.html
D. Hantuchova,A. Petkovic,1,2,WTA,Clay,http://tennis.wettpoint.com/en/games/963202.html
A. Sadecky,R. Schuettler,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/963162.html
