player_a, player_b, score_a, score_b, game_type, court, match_url
D. Cibulkova,K. Barrois,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971381.html
F. Pennetta,J. Dokic,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/971377.html
F. Volandri,A. Bogomolov Jr,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/971304.html
D. Tursunov,N. Mahut,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971302.html
A. Parra Santonja,Y. Wickmayer,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/971380.html
C. Suarez Navarro,E. Ivanova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972315.html
K. Woerle,A. Wozniak,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972324.html
E. Sema,S. Soler-Espinosa,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972304.html
M. Barthel,V. Savinykh,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/972320.html
E. Birnerova,K. Pliskova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972317.html
M. Erakovic,S. Ferguson,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/972303.html
I. Falconi,E. Bogdan,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/972307.html
N. Lertcheewakarn,K. Chang,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972302.html
A. Rodionova,K. Nara,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/972318.html
T. Tanasugarn,R. Kulikova,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/972309.html
A. Floris,E. Cabeza Candela,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972319.html
S. Stephens,N. Bratchikova,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972323.html
R.Bopanna/A.Qureshi,P.Andujar/G.Garcia-Lopez,2,0,ATP Double,Grass,http://tennis.wettpoint.com/en/games/971580.html
O. Savchuk,J. Namigata,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972308.html
B. Garcia Vidagany,L. Tsurenko,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972312.html
A. Rus,L. Lee-Waters,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972305.html
M. Koryttseva,S. Foretz Gacon,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972310.html
C.Kas/A.Peya,R.Lindstedt/H.Tecau,1,2,WTA Double,Grass,http://tennis.wettpoint.com/en/games/971492.html
V. Azarenka,E. Baltacha,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971414.html
I. Kunitsyn,I. Marchenko,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/971268.html
P. Kvitova,E. Makarova,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971416.html
R. Vinci,A. Dulgheru,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971379.html
J. Larsson,K. Flipkens,2,1,WTA,Grass,http://tennis.wettpoint.com/en/games/971378.html
V. Williams,A. Ivanovic,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/971418.html
G. Voskoboeva,N. Piquion,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/972322.html
H. El Tabakh,S. Dubois,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/975123.html
N. Llagostera Vives,Z. Kucova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972301.html
M. South,M. Doi,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/972316.html
