,Date&nbsp;,League,Map,Opponent,Result,
+,11-01-12,SWL 2011,Benzene,oDin,Loss,
+,10-12-25,Shinhan10-11 Prole..,Benzene,Flash,Loss,
+,10-12-18,Shinhan10-11 Prole..,Benzene,Reality,Win,
+,10-11-28,Shinhan10-11 Prole..,Grand Line SE,RuBy,Loss,
+,10-11-08,Shinhan10-11 Prole..,Fortress,Much,Loss,
+,10-11-06,Shinhan10-11 Prole..,Circuit Breaker,Stork,Win,
+,10-11-02,Shinhan10-11 Prole..,Central Plains,Pure,Loss,
+,10-10-29,2010 Winter OSL Pr..,Aztec,fOrGG,Loss,
+,10-10-29,2010 Winter OSL Pr..,Icarus,fOrGG,Loss,
+,10-10-29,2010 Winter OSL Pr..,Aztec,Chavi,Win,
+,10-10-29,2010 Winter OSL Pr..,Icarus,Chavi,Loss,
+,10-10-29,2010 Winter OSL Pr..,Eye of the Storm,Chavi,Win,
+,10-10-28,2010 Winter MST Pr..,Match Point,hOn_sin,Loss,
+,10-10-28,2010 Winter MST Pr..,Fighting Spirit,hOn_sin,Loss,
+,10-10-25,Shinhan10-11 Prole..,Fortress,FrOzen,Loss,
+,10-10-17,Shinhan10-11 Prole..,Central Plains,Snow,Loss,
+,10-08-02,STX Masters 2010,Match Point,JangBi,Win,
+,10-08-02,STX Masters 2010,Fortress,great,Win,
+,10-08-02,STX Masters 2010,Polaris Rhapsody,Stork,Win,
+,10-07-13,Shinhan09-10 Prole..,Polaris Rhapsody,Pusan,Win,
+,10-07-10,Shinhan09-10 Prole..,Fighting Spirit,Horang2,Win,
+,10-06-28,Shinhan09-10 Prole..,Grand Line SE,Much,Win,
+,10-06-20,Shinhan09-10 Prole..,Fortress,Action,Loss,
+,10-06-11,2010 Summer OSL Pr..,Fighting Spirit,minoR,Loss,
+,10-06-11,2010 Summer OSL Pr..,Match Point,minoR,Loss,
+,10-06-07,Shinhan09-10 Prole..,Match Point,free,Loss,
+,10-06-01,Shinhan09-10 Prole..,Match Point,Flash,Loss,
+,10-05-27,2010 Summer MST Pr..,Odd-Eye 2,Suny,Loss,
+,10-05-27,2010 Summer MST Pr..,Fighting Spirit,Suny,Loss,
+,10-05-27,2010 Summer MST Pr..,Odd-Eye 2,Notice,Win,
+,10-05-27,2010 Summer MST Pr..,Fighting Spirit,Notice,Loss,
+,10-05-27,2010 Summer MST Pr..,Match Point,Notice,Win,
+,09-12-09,Shinhan09-10 Prole..,New Heartbreak R..,Violet,Loss,
+,09-11-10,Shinhan09-10 Prole..,Fighting Spirit,Tyson,Loss,
