,Date&nbsp;,League,Map,Opponent,Result,
+,11-06-30,2011 Summer MST Pr..,Circuit Breaker,Crazy-Hydra,Win,
+,11-06-30,2011 Summer MST Pr..,Unknown,Crazy-Hydra,Loss,
+,11-06-30,2011 Summer MST Pr..,Unknown,Crazy-Hydra,Win,
+,11-06-30,2011 Summer MST Pr..,La Mancha,Rush,Win,
+,11-06-30,2011 Summer MST Pr..,Circuit Breaker,Rush,Win,
+,11-06-21,Shinhan10-11 Prole..,New Bloody Ridge,Neo.G_Soulkey,Loss,
+,11-06-17,2011 Summer ODT Pr..,New Bloody Ridge,ZerO,Loss,
+,11-06-17,2011 Summer ODT Pr..,Gladiator,ZerO,Loss,
+,11-06-17,2011 Summer ODT Pr..,New Bloody Ridge,BarrackS,Win,
+,11-06-17,2011 Summer ODT Pr..,Gladiator,BarrackS,Loss,
+,11-06-17,2011 Summer ODT Pr..,La Mancha,BarrackS,Win,
+,11-06-17,2011 Summer ODT Pr..,La Mancha,Ultra,Win,
+,11-06-17,2011 Summer ODT Pr..,New Bloody Ridge,Ultra,Win,
+,11-06-13,Shinhan10-11 Prole..,Icarus,Iris,Win,
+,11-06-04,Shinhan10-11 Prole..,Alternative,Snow,Loss,
+,11-05-26,KeSPA 10-11 Dream ..,Icarus,Classic,Loss,
+,11-05-22,Shinhan10-11 Prole..,Icarus,PianO,Win,
+,11-05-16,Shinhan10-11 Prole..,New Bloody Ridge,Shuttle,Loss,
+,11-05-12,KeSPA 10-11 Dream ..,Neo Aztec,mini,Loss,
+,11-04-28,KeSPA 10-11 Dream ..,Neo Aztec,Lizzy,Loss,
+,11-04-24,Shinhan10-11 Prole..,New Bloody Ridge,Juni,Loss,
+,11-04-21,KeSPA 10-11 Dream ..,Bloody Ridge,yeOngJae,Loss,
+,11-04-21,KeSPA 10-11 Dream ..,Aztec,n.Die_soO,Win,
+,11-04-21,KeSPA 10-11 Dream ..,Empire of the Sun,Rush,Loss,
+,11-04-21,KeSPA 10-11 Dream ..,La Mancha,Where,Win,
+,11-04-21,KeSPA 10-11 Dream ..,Bloody Ridge,Food5,Win,
+,11-04-14,KeSPA 10-11 Dream ..,Aztec,ByuL,Loss,
+,11-04-14,KeSPA 10-11 Dream ..,Bloody Ridge,Always,Win,
+,11-03-24,MBC Survivor 22nd,Empire of the Sun,Trap,Loss,
+,11-03-24,MBC Survivor 22nd,Circuit Breaker,ggaemo,Loss,
+,11-03-10,KeSPA 10-11 Dream ..,Bloody Ridge,BisAnG,Win,
+,11-03-10,KeSPA 10-11 Dream ..,Bloody Ridge,Lazy,Win,
+,11-03-07,SWL 2011,Empire of the Sun,Action,Loss,
