p1,p2,result,date
I. Falconi,A. Groenefeld,Win,11-06-14
I. Falconi,A. Groenefeld,Win,11-06-14
F. Stephenson,L. Tsurenko,Loss,11-06-14
F. Stephenson,L. Tsurenko,Loss,11-06-14
A. Rus,O. Sanchez,Win,11-06-14
A. Rus,O. Sanchez,Win,11-06-14
L. Wienerova,T. Luzhanska,Loss,11-06-14
L. Wienerova,T. Luzhanska,Loss,11-06-14
E. Gallovits-Hall,F. Molinero,Win,11-06-14
E. Gallovits-Hall,F. Molinero,Win,11-06-14
E. Georgatou,S. Foretz Gacon,Loss,11-06-14
E. Georgatou,S. Foretz Gacon,Loss,11-06-14
A. Panova,L. Lee-Waters,Loss,11-06-14
A. Panova,L. Lee-Waters,Loss,11-06-14
V. Diatchenko,J. Glushko,Win,11-06-14
V. Diatchenko,J. Glushko,Win,11-06-14
M. Koryttseva,L. Siegemund,Win,11-06-14
M. Koryttseva,L. Siegemund,Win,11-06-14
E. Bogdan,J. Lu,Win,11-06-14
E. Bogdan,J. Lu,Win,11-06-14
E. Bogdan,J. Lu,Loss,11-06-14
T. Tanasugarn,C. Buyukakcay,Win,11-06-14
T. Tanasugarn,C. Buyukakcay,Win,11-06-14
L. Arruabarrena-Vecino,B. Garcia Vidagany,Win,11-06-14
L. Arruabarrena-Vecino,B. Garcia Vidagany,Loss,11-06-14
L. Arruabarrena-Vecino,B. Garcia Vidagany,Loss,11-06-14
A. Tomljanovic,R. Kulikova,Loss,11-06-14
S. Travaglia,M. Volante,Win,11-06-14
S. Travaglia,M. Volante,Win,11-06-14
T. Pironkova,S. Williams,Win,11-06-14
T. Pironkova,S. Williams,Loss,11-06-14
T. Pironkova,S. Williams,Loss,11-06-14
D.Gimeno-Traver/S.Giraldo,A.Falla/D.Tursunov,Win,11-06-14
D.Gimeno-Traver/S.Giraldo,A.Falla/D.Tursunov,Win,11-06-14
D.Cibulkova/F.Pennetta,S.Errani/R.Vinci,Win,11-06-14
D.Cibulkova/F.Pennetta,S.Errani/R.Vinci,Win,11-06-14
D.Cibulkova/F.Pennetta,S.Errani/R.Vinci,Loss,11-06-14
K. Nishikori,E. Kirillov,Win,11-06-14
K. Nishikori,E. Kirillov,Win,11-06-14
L. Safarova,M. Bartoli,Win,11-06-14
L. Safarova,M. Bartoli,Loss,11-06-14
L. Safarova,M. Bartoli,Loss,11-06-14
A. Haider-Maurer,I. Dodig,Loss,11-06-14
A. Haider-Maurer,I. Dodig,Loss,11-06-14
K. Clijsters,R. Oprandi,Loss,11-06-14
K. Clijsters,R. Oprandi,Loss,11-06-14
S. Dev Varman,G. Garcia-Lopez,Win,11-06-14
S. Dev Varman,G. Garcia-Lopez,Win,11-06-14
A. Pavlyuchenkova,B. Jovanovski,Loss,11-06-14
A. Pavlyuchenkova,B. Jovanovski,Loss,11-06-14
J. Marti,T. Gabashvili,Loss,11-06-14
J. Marti,T. Gabashvili,Loss,11-06-14
G.Dimitrov/A.Seppi,C.Berlocq/F.Ferreiro,Win,11-06-14
G.Dimitrov/A.Seppi,C.Berlocq/F.Ferreiro,Win,11-06-14
G.Dimitrov/A.Seppi,C.Berlocq/F.Ferreiro,Loss,11-06-14
R. Bautista-Agut,L. Broady,Win,11-06-14
R. Bautista-Agut,L. Broady,Win,11-06-14
F. Dancevic,D. Udomchoke,Win,11-06-14
F. Dancevic,D. Udomchoke,Win,11-06-14
C. Stebe,A. Kudryavtsev,Win,11-06-14
C. Stebe,A. Kudryavtsev,Win,11-06-14
C. Stebe,A. Kudryavtsev,Loss,11-06-14
G. Soeda,M. Fucsovics,Win,11-06-14
G. Soeda,M. Fucsovics,Win,11-06-14
R. Harrison,L. Rochette,Win,11-06-14
R. Harrison,L. Rochette,Win,11-06-14
S. Bolelli,S. Stadler,Win,11-06-14
S. Bolelli,S. Stadler,Win,11-06-14
C.Black/S.Peer,N.Petrova/A.Rodionova,Win,11-06-14
C.Black/S.Peer,N.Petrova/A.Rodionova,Win,11-06-14
M. Gicquel,B. Knittel,Win,11-06-14
M. Gicquel,B. Knittel,Win,11-06-14
G. Burquier,M. Crugnola,Loss,11-06-14
G. Burquier,M. Crugnola,Loss,11-06-14
V. Pospisil,E. Roger-Vasselin,Loss,11-06-14
V. Pospisil,E. Roger-Vasselin,Loss,11-06-14
K. De Schepper,M. Ebden,Win,11-06-14
K. De Schepper,M. Ebden,Win,11-06-14
F. Wolmarans,L. Lacko,Win,11-06-14
F. Wolmarans,L. Lacko,Loss,11-06-14
F. Wolmarans,L. Lacko,Loss,11-06-14
F. Cipolla,D. Munoz-De La Nava,Win,11-06-14
F. Cipolla,D. Munoz-De La Nava,Win,11-06-14
F. Cipolla,D. Munoz-De La Nava,Loss,11-06-14
I. Minar,G. Olaso,Win,11-06-14
I. Minar,G. Olaso,Loss,11-06-14
I. Minar,G. Olaso,Loss,11-06-14
R. Bemelmans,Y. Sugita,Win,11-06-14
R. Bemelmans,Y. Sugita,Win,11-06-14
R. Bemelmans,Y. Sugita,Loss,11-06-14
N. Mektic,A. Kuznetsov,Win,11-06-14
N. Mektic,A. Kuznetsov,Win,11-06-14
G. Jones,C. Niland,Win,11-06-14
G. Jones,C. Niland,Loss,11-06-14
G. Jones,C. Niland,Loss,11-06-14
V. Zvonareva,H. Watson,Win,11-06-14
V. Zvonareva,H. Watson,Win,11-06-14
J. Tsonga,D. Istomin,Win,11-06-14
J. Tsonga,D. Istomin,Win,11-06-14
R. Haase,M. Zverev,Win,11-06-14
R. Haase,M. Zverev,Win,11-06-14
S.Dev Varman/M.Knowles,Y.Lu/O.Marach,Loss,11-06-14
S.Dev Varman/M.Knowles,Y.Lu/O.Marach,Loss,11-06-14
J. Janowicz,O. Golding,Win,11-06-14
J. Janowicz,O. Golding,Win,11-06-14
G. Zemlja,J. Silva,Win,11-06-14
G. Zemlja,J. Silva,Win,11-06-14
A. Delic,R. De Voest,Loss,11-06-14
A. Delic,R. De Voest,Loss,11-06-14
F. Nielsen,K. Beck,Loss,11-06-14
F. Nielsen,K. Beck,Loss,11-06-14
G. Rufin,M. Matosevic,Loss,11-06-14
G. Rufin,M. Matosevic,Loss,11-06-14
I. Navarro,I. Sijsling,Win,11-06-14
I. Navarro,I. Sijsling,Loss,11-06-14
I. Navarro,I. Sijsling,Loss,11-06-14
S. Darcis,M. Chiudinelli,Loss,11-06-14
K.Peschke/K.Srebotnik,A.Pavlyuchenkova/V.Zvonareva,Win,11-06-14
K.Peschke/K.Srebotnik,A.Pavlyuchenkova/V.Zvonareva,Win,11-06-14
K.Peschke/K.Srebotnik,A.Pavlyuchenkova/V.Zvonareva,Loss,11-06-14
J. Lisnard,R. Dutra Da Silva,Win,11-06-14
J. Lisnard,R. Dutra Da Silva,Win,11-06-14
J. Lisnard,R. Dutra Da Silva,Loss,11-06-14
L. Kubot,K. Mesaros,Win,11-06-14
L. Kubot,K. Mesaros,Win,11-06-14
L. Kubot,K. Mesaros,Loss,11-06-14
R. Farah,B. Tomic,Loss,11-06-14
R. Farah,B. Tomic,Loss,11-06-14
T. Schoorel,C. Guccione,Loss,11-06-14
T. Schoorel,C. Guccione,Loss,11-06-14
J. Baker,A. Beck,Loss,11-06-14
J. Baker,A. Beck,Loss,11-06-14
A. Kuznetsov,M. Fischer,Loss,11-06-14
A. Kuznetsov,M. Fischer,Loss,11-06-14
D. Goffin,U. Ignatik,Win,11-06-14
D. Goffin,U. Ignatik,Win,11-06-14
D. Goffin,U. Ignatik,Loss,11-06-14
A. Gensse,C. Brezac,Win,11-06-14
A. Gensse,C. Brezac,Win,11-06-14
A. Gensse,C. Brezac,Loss,11-06-14
R. Hocevar,J. Zopp,Win,11-06-14
R. Hocevar,J. Zopp,Loss,11-06-14
R. Hocevar,J. Zopp,Loss,11-06-14
J. Zheng,D. Hantuchova,Loss,11-06-14
J. Zheng,D. Hantuchova,Loss,11-06-14
T. Paszek,N. Li,Loss,11-06-14
T. Paszek,N. Li,Loss,11-06-14
J.Erlich/A.Ram,M.Fyrstenberg/M.Matkowski,Win,11-06-14
J.Erlich/A.Ram,M.Fyrstenberg/M.Matkowski,Win,11-06-14
J.Murray/S.Stakhovsky,J.Benneteau/J.Tsonga,Win,11-06-14
J.Murray/S.Stakhovsky,J.Benneteau/J.Tsonga,Loss,11-06-14
J.Murray/S.Stakhovsky,J.Benneteau/J.Tsonga,Loss,11-06-14
P. Riba,T. Muster,Win,11-06-14
P. Riba,T. Muster,Win,11-06-14
L. Hewitt,O. Rochus,Loss,11-06-14
D. Ferrer,D. Nalbandian,Win,11-01-15
D. Ferrer,D. Nalbandian,Win,11-01-15
J. Groth,B. Mattek-Sands,Win,11-01-15
J. Groth,B. Mattek-Sands,Win,11-01-15
G. Simon,V. Troicki,Win,11-01-15
G. Simon,V. Troicki,Win,11-01-15
J. Chela,R. Machado,Win,11-02-15
J. Chela,R. Machado,Win,11-02-15
J. Chela,R. Machado,Loss,11-02-15
A. Pivovarova,M. Oudin,Loss,11-02-15
A. Pivovarova,M. Oudin,Loss,11-02-15
L. Lacko,D. Sela,Win,11-02-15
L. Lacko,D. Sela,Win,11-02-15
L. Lacko,D. Sela,Loss,11-02-15
J. Dokic,F. Pennetta,Loss,11-02-15
J. Dokic,F. Pennetta,Loss,11-02-15
R. Vinci,E. Vesnina,Win,11-02-15
R. Vinci,E. Vesnina,Win,11-02-15
S. Peer,M. Martinez Sanchez,Win,11-02-15
S. Peer,M. Martinez Sanchez,Win,11-02-15
S. Errani,Z. Kucova,Win,11-02-15
S. Errani,Z. Kucova,Win,11-02-15
A. Chakvetadze,D. Hantuchova,Win,11-02-15
A. Chakvetadze,D. Hantuchova,Win,11-02-15
K. Zakopalova,L. Safarova,Win,11-02-15
K. Zakopalova,L. Safarova,Win,11-02-15
K. Kanepi,V. Dushevina,Win,11-02-15
K. Kanepi,V. Dushevina,Win,11-02-15
S. Peng,B. Mattek-Sands,Win,11-02-15
S. Peng,B. Mattek-Sands,Win,11-02-15
S. Peng,B. Mattek-Sands,Loss,11-02-15
E. Prodon,F. Skugor,Loss,11-02-15
E. Prodon,F. Skugor,Loss,11-02-15
K. Kim,T. Ouahabi,Win,11-02-15
K. Kim,T. Ouahabi,Win,11-02-15
L. Tavares,A. Kuznetsov,Win,11-02-15
L. Tavares,A. Kuznetsov,Loss,11-02-15
L. Tavares,A. Kuznetsov,Loss,11-02-15
G. Granollers-Pujol,G. Alcaide,Loss,11-02-15
G. Granollers-Pujol,G. Alcaide,Loss,11-02-15
Y. Idmbarek,I. Klec,Win,11-02-15
Y. Idmbarek,I. Klec,Loss,11-02-15
Y. Idmbarek,I. Klec,Loss,11-02-15
T. Schoorel,T. Kamke,Loss,11-02-15
T. Schoorel,T. Kamke,Loss,11-02-15
E. Makarova,T. Pironkova,Loss,11-02-15
E. Makarova,T. Pironkova,Loss,11-02-15
R. Haase,A. Seppi,Win,11-02-15
R. Haase,A. Seppi,Loss,11-02-15
R. Haase,A. Seppi,Loss,11-02-15
K. Barrois,J. Zheng,Win,11-02-15
K. Barrois,J. Zheng,Loss,11-02-15
K. Barrois,J. Zheng,Loss,11-02-15
A. Petkovic,A. Kerber,Win,11-02-15
A. Petkovic,A. Kerber,Win,11-02-15
A. Petkovic,A. Kerber,Loss,11-02-15
A. Morita,P. Kvitova,Win,11-02-15
A. Morita,P. Kvitova,Win,11-02-15
L. Ouahab,J. Pospisil,Loss,11-02-15
L. Ouahab,J. Pospisil,Loss,11-02-15
E. Donskoy,R. El Amrani,Loss,11-02-15
E. Donskoy,R. El Amrani,Loss,11-02-15
Y. Wickmayer,B. Jovanovski,Win,11-02-15
Y. Wickmayer,B. Jovanovski,Win,11-02-15
Y. Wickmayer,B. Jovanovski,Loss,11-02-15
J. Groth,D. Cibulkova,Win,11-02-15
J. Groth,D. Cibulkova,Win,11-02-15
N. Mahut,A. Kumantsov,Win,11-02-15
N. Mahut,A. Kumantsov,Win,11-02-15
N. Almagro,P. Galdon,Win,11-02-15
N. Almagro,P. Galdon,Win,11-02-15
J. Brzezicki,F. Volandri,Win,11-02-15
J. Brzezicki,F. Volandri,Win,11-02-15
A. Ramos-Vinolas,J. Souza,Win,11-02-15
A. Ramos-Vinolas,J. Souza,Win,11-02-15
M. Cilic,S. Bohli,Win,11-02-15
M. Cilic,S. Bohli,Win,11-02-15
M. Cilic,S. Bohli,Loss,11-02-15
M. Zec Peskiric,C. Suarez Navarro,Loss,11-02-15
M. Zec Peskiric,C. Suarez Navarro,Loss,11-02-15
S. Fichman,L. Costas-Moreira,Win,11-02-15
S. Fichman,L. Costas-Moreira,Win,11-02-15
Z. Ondraskova,P. Martic,Loss,11-02-15
Z. Ondraskova,P. Martic,Loss,11-02-15
P. Schnyder,A. Ivanovic,Win,11-02-15
P. Schnyder,A. Ivanovic,Win,11-02-15
P. Schnyder,A. Ivanovic,Loss,11-02-15
E. Gallovits-Hall,N. Bratchikova,Win,11-02-15
E. Gallovits-Hall,N. Bratchikova,Loss,11-02-15
E. Gallovits-Hall,N. Bratchikova,Loss,11-02-15
J. Goerges,O. Sanchez,Win,11-02-15
J. Goerges,O. Sanchez,Win,11-02-15
J. Goerges,O. Sanchez,Loss,11-02-15
A. Mannarino,J. Hajek,Win,11-02-15
A. Mannarino,J. Hajek,Win,11-02-15
J. Tipsarevic,R. Sweeting,Win,11-02-15
J. Tipsarevic,R. Sweeting,Win,11-02-15
T. Gabashvili,M. Fish,Loss,11-02-15
T. Gabashvili,M. Fish,Loss,11-02-15
I. Andreev,E. Schwank,Loss,11-02-15
I. Andreev,E. Schwank,Loss,11-02-15
L. Kubot,P. Cuevas,Win,11-02-15
L. Kubot,P. Cuevas,Loss,11-02-15
L. Kubot,P. Cuevas,Loss,11-02-15
L. Pous Tio,S. Soler Espinosa,Win,11-02-15
L. Pous Tio,S. Soler Espinosa,Win,11-02-15
B. Botto,E. Birnerova,Loss,11-02-15
C. Dentoni,P. Cetkovska,Win,11-02-15
C. Dentoni,P. Cetkovska,Win,11-02-15
C. Dentoni,P. Cetkovska,Loss,11-02-15
J. Monaco,I. Navarro,Win,11-02-15
J. Monaco,I. Navarro,Win,11-02-15
A. Amanmuradova,S. Mirza,Loss,11-02-15
A. Amanmuradova,S. Mirza,Loss,11-02-15
L. Dominguez Lino,M. Minella,Win,11-02-15
L. Dominguez Lino,M. Minella,Win,11-02-15
J. Tsonga,B. Paire,Win,11-02-15
J. Tsonga,B. Paire,Win,11-02-15
B. Becker,R. Stepanek,Loss,11-02-15
B. Becker,R. Stepanek,Loss,11-02-15
R. Mello,J. Blake,Loss,11-02-15
R. Mello,J. Blake,Loss,11-02-15
M. Duque Marino,X. Han,Win,11-02-15
M. Duque Marino,X. Han,Loss,11-02-15
M. Duque Marino,X. Han,Loss,11-02-15
P. Parmentier,P. Hercog,Win,11-02-15
P. Parmentier,P. Hercog,Loss,11-02-15
P. Parmentier,P. Hercog,Loss,11-02-15
P. Andujar,H. Zeballos,Loss,11-02-15
P. Andujar,H. Zeballos,Loss,11-02-15
I. Dodig,R. Schuettler,Win,11-02-15
I. Dodig,R. Schuettler,Win,11-02-15
I. Dodig,R. Schuettler,Loss,11-02-15
J. Benneteau,M. Llodra,Win,11-02-15
J. Benneteau,M. Llodra,Loss,11-02-15
J. Benneteau,M. Llodra,Loss,11-02-15
C. Berlocq,S. Wawrinka,Win,11-02-15
C. Berlocq,S. Wawrinka,Loss,11-02-15
C. Berlocq,S. Wawrinka,Loss,11-02-15
D. Gimeno-Traver,V. Hanescu,Loss,11-02-15
D. Gimeno-Traver,V. Hanescu,Loss,11-02-15
K. Pervak,R. Voracova,Win,11-02-15
K. Pervak,R. Voracova,Win,11-02-15
A. Keothavong,M. Rybarikova,Win,11-02-15
A. Keothavong,M. Rybarikova,Loss,11-02-15
A. Keothavong,M. Rybarikova,Loss,11-02-15
B. Garcia Vidagany,A. Parra Santonja,Win,11-02-15
B. Garcia Vidagany,A. Parra Santonja,Win,11-02-15
B. Garcia Vidagany,A. Parra Santonja,Loss,11-02-15
B. Dabul,M. Przysiezny,Win,11-02-15
B. Dabul,M. Przysiezny,Win,11-02-15
M. Krajicek,A. Glatch,Win,11-02-15
M. Krajicek,A. Glatch,Loss,11-02-15
M. Krajicek,A. Glatch,Loss,11-02-15
D. Nalbandian,P. Starace,Win,11-02-15
D. Nalbandian,P. Starace,Win,11-02-15
R. Russell,I. Karlovic,Win,11-02-15
R. Russell,I. Karlovic,Win,11-02-15
J. Acasuso,A. Dolgopolov,Win,11-02-15
J. Acasuso,A. Dolgopolov,Win,11-02-15
A. Roddick,R. Berankis,Win,11-02-15
A. Roddick,R. Berankis,Win,11-02-15
A. Roddick,R. Berankis,Loss,11-02-15
S. Dev Varman,X. Malisse,Win,11-03-15
S. Dev Varman,X. Malisse,Win,11-03-15
S. Dev Varman,X. Malisse,Loss,11-03-15
R. Nadal,R. Sweeting,Win,11-03-15
R. Nadal,R. Sweeting,Win,11-03-15
C. McHale,N. Petrova,Win,11-03-15
C. McHale,N. Petrova,Loss,11-03-15
C. McHale,N. Petrova,Loss,11-03-15
P. Lorenzi,E. Struvay,Loss,11-03-15
P. Lorenzi,E. Struvay,Loss,11-03-15
I. Roca,C. Benedetti,Loss,11-03-15
I. Roca,C. Benedetti,Loss,11-03-15
G. Simon,I. Karlovic,Loss,11-03-15
G. Simon,I. Karlovic,Loss,11-03-15
D. Goffin,L. Lacko,Loss,11-03-15
D. Goffin,L. Lacko,Loss,11-03-15
Z. Zhang,M. Bachinger,Win,11-03-15
Z. Zhang,M. Bachinger,Loss,11-03-15
Z. Zhang,M. Bachinger,Loss,11-03-15
S. Stosur,D. Safina,Loss,11-03-15
S. Stosur,D. Safina,Loss,11-03-15
L. Hradecka,S. Peng,Win,11-03-15
L. Hradecka,S. Peng,Loss,11-03-15
L. Hradecka,S. Peng,Loss,11-03-15
G. Soeda,S. Bubka,Loss,11-03-15
G. Soeda,S. Bubka,Loss,11-03-15
A. Kudryavtsev,A. Brugues-Davi,Win,11-03-15
A. Kudryavtsev,A. Brugues-Davi,Win,11-03-15
S. Rieschick,B. Mitchell,Win,11-03-15
S. Rieschick,B. Mitchell,Win,11-03-15
U. Ignatik,D. Udomchoke,Win,11-03-15
U. Ignatik,D. Udomchoke,Win,11-03-15
U. Ignatik,D. Udomchoke,Loss,11-03-15
E. Kirillov,S. Darcis,Loss,11-03-15
E. Kirillov,S. Darcis,Loss,11-03-15
T. Fernandes,G. Naso,Win,11-03-15
T. Fernandes,G. Naso,Win,11-03-15
J. Sousa,S. Stadler,Win,11-03-15
J. Sousa,S. Stadler,Loss,11-03-15
J. Sousa,S. Stadler,Loss,11-03-15
M. Middelkoop,T. Ito,Win,11-03-15
M. Middelkoop,T. Ito,Loss,11-03-15
M. Middelkoop,T. Ito,Loss,11-03-15
F. Verdasco,S. Querrey,Loss,11-03-15
F. Verdasco,S. Querrey,Loss,11-03-15
D. Meffert,A. Peya,Win,11-03-15
D. Meffert,A. Peya,Win,11-03-15
D. Meffert,A. Peya,Loss,11-03-15
C. Fleming,C. Stebe,Win,11-03-15
C. Fleming,C. Stebe,Loss,11-03-15
C. Fleming,C. Stebe,Loss,11-03-15
H. Khaddari,F. Del Bonis,Loss,11-03-15
H. Khaddari,F. Del Bonis,Loss,11-03-15
C. Lindell,B. Paire,Win,11-03-15
C. Lindell,B. Paire,Win,11-03-15
E. Korolev,J. Huta Galung,Win,11-03-15
E. Korolev,J. Huta Galung,Win,11-03-15
D. Lojda,A. Brizzi,Win,11-03-15
D. Lojda,A. Brizzi,Win,11-03-15
R. Machado,J. Dasnieres De Veigy,Win,11-03-15
R. Machado,J. Dasnieres De Veigy,Loss,11-03-15
R. Machado,J. Dasnieres De Veigy,Loss,11-03-15
A. Gensse,P. Luczak,Loss,11-03-15
A. Gensse,P. Luczak,Loss,11-03-15
R. El Amrani,J. Hajek,Loss,11-03-15
S. Greul,I. Klec,Win,11-03-15
S. Greul,I. Klec,Loss,11-03-15
S. Greul,I. Klec,Loss,11-03-15
M. Teixeira,M. Klizan,Loss,11-03-15
M. Teixeira,M. Klizan,Loss,11-03-15
P. Carreno-Busta,A. Di Mauro,Win,11-03-15
P. Carreno-Busta,A. Di Mauro,Win,11-03-15
A. Sitak,P. Bester,Loss,11-03-15
A. Sitak,P. Bester,Loss,11-03-15
F. Nielsen,L. Gregorc,Win,11-03-15
F. Nielsen,L. Gregorc,Win,11-03-15
C. Brezac,R. Rotaru,Win,11-03-15
C. Brezac,R. Rotaru,Win,11-03-15
J. Levine,A. El Mihdawy,Loss,11-03-15
J. Levine,A. El Mihdawy,Loss,11-03-15
B. Reynolds,A. Olivetti,Win,11-03-15
B. Reynolds,A. Olivetti,Win,11-03-15
J. Dubail,B. Strode,Win,11-03-15
J. Dubail,B. Strode,Win,11-03-15
D. Rice,P. Polansky,Loss,11-03-15
D. Rice,P. Polansky,Loss,11-03-15
S. Groth,V. Pospisil,Loss,11-03-15
S. Groth,V. Pospisil,Loss,11-03-15
A. Halebian,R. Kendrick,Loss,11-03-15
A. Halebian,R. Kendrick,Loss,11-03-15
C. Salamanca,D. Kudla,Win,11-03-15
C. Salamanca,D. Kudla,Win,11-03-15
J. Gomez,F. Skugor,Loss,11-03-15
J. Gomez,F. Skugor,Loss,11-03-15
F. Escobar,R. Klaasen,Loss,11-03-15
F. Escobar,R. Klaasen,Loss,11-03-15
E. Gulbis,N. Djokovic,Loss,11-03-15
E. Gulbis,N. Djokovic,Loss,11-03-15
T. Berdych,T. Bellucci,Win,11-03-15
T. Berdych,T. Bellucci,Win,11-03-15
J. Jankovic,A. Ivanovic,Loss,11-03-15
J. Jankovic,A. Ivanovic,Loss,11-03-15
T. Gabashvili,A. Collarini,Win,11-03-15
T. Gabashvili,A. Collarini,Win,11-03-15
C. Zampieri,J. Witten,Win,11-03-15
C. Zampieri,J. Witten,Win,11-03-15
G. Ouellette,P. Krainik,Win,11-03-15
G. Ouellette,P. Krainik,Win,11-03-15
G. Ouellette,P. Krainik,Loss,11-03-15
A. El Tabakh,M. Viola,Loss,11-03-15
V. Troicki,M. Llodra,Win,11-03-15
V. Troicki,M. Llodra,Win,11-03-15
M. Cilic,S. Wawrinka,Loss,11-03-15
M. Cilic,S. Wawrinka,Loss,11-03-15
A. Radwanska,V. Azarenka,Win,11-03-15
A. Radwanska,V. Azarenka,Loss,11-03-15
A. Radwanska,V. Azarenka,Loss,11-03-15
J. Cox,M. Marrai,Win,11-03-15
J. Cox,M. Marrai,Win,11-03-15
M. Bartoli,K. Clijsters,Win,11-03-15
F. Cipolla,R. Ghedin,Win,11-03-15
F. Cipolla,R. Ghedin,Win,11-03-15
P. Duclos,M. Ilhan,Loss,11-03-15
P. Duclos,M. Ilhan,Loss,11-03-15
S. Robert,D. Brown,Win,11-03-15
S. Robert,D. Brown,Win,11-03-15
S. Robert,D. Brown,Loss,11-03-15
F. Schiavone,S. Peer,Win,11-03-15
F. Schiavone,S. Peer,Loss,11-03-15
F. Schiavone,S. Peer,Loss,11-03-15
L. Sorensen,R. Dutra Da Silva,Win,11-03-15
L. Sorensen,R. Dutra Da Silva,Win,11-03-15
A. Falla,G. Lapentti,Win,11-03-15
A. Falla,G. Lapentti,Loss,11-03-15
A. Falla,G. Lapentti,Loss,11-03-15
J. Chela,R. Federer,Loss,11-03-15
J. Chela,R. Federer,Loss,11-03-15
R. Gasquet,J. Melzer,Win,11-03-15
R. Gasquet,J. Melzer,Win,11-03-15
J. Reister,G. Elias,Win,11-03-15
J. Reister,G. Elias,Loss,11-03-15
J. Reister,G. Elias,Loss,11-03-15
C. Wozniacki,A. Kleybanova,Win,11-03-15
C. Wozniacki,A. Kleybanova,Win,11-03-15
C. Wozniacki,A. Kleybanova,Loss,11-03-15
Y. Wickmayer,D. Cibulkova,Win,11-03-15
Y. Wickmayer,D. Cibulkova,Win,11-03-15
M. Raonic,R. Harrison,Win,11-03-15
M. Raonic,R. Harrison,Loss,11-03-15
M. Raonic,R. Harrison,Loss,11-03-15
E. Naranjo,D. Sela,Loss,11-03-15
E. Naranjo,D. Sela,Loss,11-03-15
N. Massu,L. Diaz-Barriga,Win,11-03-15
N. Massu,L. Diaz-Barriga,Win,11-03-15
N. Petrova,S. Peng,Win,11-03-15
N. Petrova,S. Peng,Loss,11-03-15
N. Petrova,S. Peng,Loss,11-03-15
N. Mektic,S. Darcis,Loss,11-03-15
N. Mektic,S. Darcis,Loss,11-03-15
U. Ignatik,H. Heliovaara,Win,11-03-15
U. Ignatik,H. Heliovaara,Win,11-03-15
A. Roddick,J. Isner,Win,11-03-15
A. Roddick,J. Isner,Win,11-03-15
D. Brown,M. Ebden,Win,11-04-15
D. Brown,M. Ebden,Win,11-04-15
G. Jones,G. Muller,Win,11-04-15
G. Jones,G. Muller,Win,11-04-15
R. De Voest,M. Przysiezny,Win,11-04-15
I. Van der Merwe,A. Martin,Win,11-04-15
I. Van der Merwe,A. Martin,Win,11-04-15
V. Troicki,D. Ferrer,Loss,11-04-15
V. Troicki,D. Ferrer,Loss,11-04-15
C. Stebe,T. Schoorel,Win,11-04-15
C. Stebe,T. Schoorel,Loss,11-04-15
C. Stebe,T. Schoorel,Loss,11-04-15
J. Melzer,R. Federer,Win,11-04-15
J. Melzer,R. Federer,Win,11-04-15
M. Ilhan,I. Minar,Loss,11-04-15
M. Ilhan,I. Minar,Loss,11-04-15
A. Kudryavtsev,D. Sela,Loss,11-04-15
A. Kudryavtsev,D. Sela,Loss,11-04-15
D. Brown,I. Van der Merwe,Loss,11-04-15
D. Brown,I. Van der Merwe,Loss,11-04-15
R. De Voest,G. Jones,Win,11-04-15
R. De Voest,G. Jones,Win,11-04-15
R. De Voest,G. Jones,Loss,11-04-15
R. Nadal,I. Ljubicic,Win,11-04-15
R. Nadal,I. Ljubicic,Win,11-04-15
M. Bachinger,G. Alcaide,Win,11-04-15
M. Bachinger,G. Alcaide,Win,11-04-15
B. Becker,S. Bohli,Loss,11-04-15
B. Becker,S. Bohli,Loss,11-04-15
A. Haider-Maurer,M. Klizan,Loss,11-04-15
A. Haider-Maurer,M. Klizan,Loss,11-04-15
E. Korolev,D. Tursunov,Loss,11-04-15
E. Korolev,D. Tursunov,Loss,11-04-15
A. Murray,F. Gil,Win,11-04-15
A. Murray,F. Gil,Win,11-04-15
E. Prodon,D. Junqueira,Win,11-04-15
E. Prodon,D. Junqueira,Loss,11-04-15
E. Prodon,D. Junqueira,Loss,11-04-15
W. Odesnik,B. Reynolds,Win,11-04-15
W. Odesnik,B. Reynolds,Win,11-04-15
A. Bedene,J. Marti,Win,11-04-15
A. Bedene,J. Marti,Win,11-04-15
J. Acasuso,L. Mayer,Win,11-04-15
J. Acasuso,L. Mayer,Win,11-04-15
M. Demoliner,F. Bagnis,Win,11-04-15
M. Demoliner,F. Bagnis,Win,11-04-15
D. Young,J. Blake,Win,11-04-15
D. Young,J. Blake,Win,11-04-15
D. Young,J. Blake,Loss,11-04-15
J. Groth,O. Savchuk,Win,11-04-15
J. Groth,O. Savchuk,Win,11-04-15
T. Ito,D. Sela,Win,11-05-15
T. Ito,D. Sela,Loss,11-05-15
T. Ito,D. Sela,Loss,11-05-15
J. Monaco,A. Golubev,Win,11-05-15
J. Monaco,A. Golubev,Win,11-05-15
J. Tipsarevic,P. Kohlschreiber,Loss,11-05-15
J. Tipsarevic,P. Kohlschreiber,Loss,11-05-15
J. Chela,M. Kukushkin,Win,11-05-15
J. Chela,M. Kukushkin,Win,11-05-15
M. Granollers,M. Youzhny,Loss,11-05-15
M. Granollers,M. Youzhny,Loss,11-05-15
M. Gicquel,H. Zeballos,Win,11-05-15
M. Gicquel,H. Zeballos,Win,11-05-15
S. Dev Varman,A. Mannarino,Loss,11-05-15
S. Dev Varman,A. Mannarino,Loss,11-05-15
