player_a, player_b, score_a, score_b, game_type, court, match_url
J. Chela,R. Machado,2,1,ATP,Clay,http://tennis.wettpoint.com/en/games/923555.html
A. Pivovarova,M. Oudin,0,2,WTA,Indoor,http://tennis.wettpoint.com/en/games/923485.html
L. Lacko,D. Sela,2,1,ATP,Indoor,http://tennis.wettpoint.com/en/games/923808.html
J. Dokic,F. Pennetta,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/923738.html
R. Vinci,E. Vesnina,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923741.html
S. Peer,M. Martinez Sanchez,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923715.html
S. Errani,Z. Kucova,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923720.html
A. Chakvetadze,D. Hantuchova,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923712.html
K. Zakopalova,L. Safarova,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923737.html
K. Kanepi,V. Dushevina,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923723.html
S. Peng,B. Mattek-Sands,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/923736.html
E. Prodon,F. Skugor,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/923642.html
K. Kim,T. Ouahabi,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/923647.html
L. Tavares,A. Kuznetsov,1,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/923639.html
G. Granollers-Pujol,G. Alcaide,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/923643.html
Y. Idmbarek,I. Klec,1,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/923651.html
T. Schoorel,T. Kamke,0,2,ATP,Indoor,http://tennis.wettpoint.com/en/games/923402.html
E. Makarova,T. Pironkova,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/923732.html
R. Haase,A. Seppi,1,2,ATP,Indoor,http://tennis.wettpoint.com/en/games/923405.html
K. Barrois,J. Zheng,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/923721.html
A. Petkovic,A. Kerber,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/923724.html
A. Morita,P. Kvitova,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923714.html
L. Ouahab,J. Pospisil,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/923649.html
E. Donskoy,R. El Amrani,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/923644.html
Y. Wickmayer,B. Jovanovski,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/923717.html
J. Groth,D. Cibulkova,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/923740.html
N. Mahut,A. Kumantsov,2,0,ATP,Indoor,http://tennis.wettpoint.com/en/games/923401.html
