player_a, player_b, score_a, score_b, game_type, court, match_url
C. Salamanca,I. Endara,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/979124.html
R. Borvanov,P. Capdeville,1,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/979135.html
W. Odesnik,P. Cervenak,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/978983.html
V. Millot,Y. Schukin,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/978981.html
J. Hajek,J. Struff,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/978982.html
K. Date Krumm,V. Williams,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/978398.html
J. Benneteau,T. Berdych,0,3,ATP,Grass,http://tennis.wettpoint.com/en/games/978192.html
M. Fish,D. Istomin,3,0,ATP,Grass,http://tennis.wettpoint.com/en/games/978189.html
V.King/Y.Shvedova,S.Halep/V.Lepchenko,1,0,WTA Double,Grass,http://tennis.wettpoint.com/en/games/978821.html
M.Krajicek/L.Safarova,U.Radwanska/A.Rodionova,0,2,WTA Double,Grass,http://tennis.wettpoint.com/en/games/978830.html
A. Medina Garrigues,J. Goerges,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/978311.html
R. Gasquet,I. Kunitsyn,3,0,ATP,Grass,http://tennis.wettpoint.com/en/games/978195.html
M. Johansson,H. Watson,2,1,WTA,Grass,http://tennis.wettpoint.com/en/games/978310.html
O. Govortsova,A. Radwanska,0,1,WTA,Grass,http://tennis.wettpoint.com/en/games/978327.html
T. Pironkova,P. Martic,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/978399.html
E. Rodina,C. Scheepers,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/978330.html
J. Zheng,Z. Ondraskova,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/978322.html
D. Cibulkova,M. Lucic,2,1,WTA,Grass,http://tennis.wettpoint.com/en/games/978308.html
K. Barrois,P. Cetkovska,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/978326.html
M. Doi,B. Mattek-Sands,2,1,WTA,Grass,http://tennis.wettpoint.com/en/games/978323.html
S. Bolelli,S. Wawrinka,3,0,ATP,Grass,http://tennis.wettpoint.com/en/games/978196.html
M. Martinez Sanchez,M. Niculescu,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/978397.html
A. Rodionova,A. Hlavackova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/978306.html
A. Bondarenko,J. Gajdosova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/978307.html
I. Begu,F. Pennetta,1,2,WTA,Grass,http://tennis.wettpoint.com/en/games/978331.html
P. Hercog,J. Larsson,2,1,WTA,Grass,http://tennis.wettpoint.com/en/games/978309.html
