player_a, player_b, score_a, score_b, game_type, court, match_url
S. Peng,A. Rezai,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/940992.html
P. Martic,M. Sharapova,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/940990.html
F. Mayer,I. Karlovic,2,0,ATP,Hard,http://tennis.wettpoint.com/en/games/941061.html
R. Harrison,R. Schuttler,0,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941080.html
C. Stebe,U. Ignatik,2,1,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/940507.html
G. Soeda,C. Fleming,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/940506.html
A. Ungur,T. Schoorel,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/940618.html
A. Bedene,A. Menendez-Maceiras,1,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/940621.html
M. Teixeira,J. Hajek,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/940548.html
S. Galvani,M. Viola,1,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/940620.html
N. Mahut,A. Beck,1,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/940579.html
J. Zopp,E. Eleskovic,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/940580.html
R. Machado,A. Gensse,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/940547.html
A. Haider-Maurer,G. Naso,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/940619.html
A. Martin,D. Tursunov,1,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/940581.html
V. Lepchenko,P. Kvitova,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/941006.html
M. Llodra,X. Malisse,2,0,ATP,Hard,http://tennis.wettpoint.com/en/games/941134.html
D. Evans,F. Nielsen,2,1,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/940582.html
J. Groth,Y. Shvedova,1,0,WTA,Hard,http://tennis.wettpoint.com/en/games/941001.html
B. Zahlavova Strycova,A. Radwanska,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/940998.html
M. Fish,J. Benneteau,2,0,ATP,Hard,http://tennis.wettpoint.com/en/games/941136.html
I. Dodig,R. Söderling,1,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941139.html
S. Dev Varman,M. Raonic,2,0,ATP,Hard,http://tennis.wettpoint.com/en/games/941133.html
T. Bacsinszky,D. Cibulkova,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/941004.html
G. Garcia-Lopez,K. Anderson,1,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941142.html
E. Makarova,A. Kleybanova,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/941000.html
V. Troicki,M. Ilhan,2,0,ATP,Hard,http://tennis.wettpoint.com/en/games/941144.html
M. Kirilenko,S. Mirza,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/940997.html
T. Bellucci,J. Blake,1,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941146.html
A. Yakimova,K. Clijsters,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/941010.html
P. Andujar,F. Verdasco,2,1,ATP,Hard,http://tennis.wettpoint.com/en/games/941143.html
K. Kanepi,V. Razzano,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/941007.html
L. Dominguez Lino,T. Pironkova,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/940996.html
M. Martinez Sanchez,A. Tatishvili,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/941009.html
M. Bartoli,A. Morita,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/940999.html
A. Murray,A. Bogomolov Jr,0,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941140.html
M. Granollers,S. Wawrinka,2,1,ATP,Hard,http://tennis.wettpoint.com/en/games/941135.html
D. Safina,V. Zvonareva,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/941002.html
F. Schiavone,A. Kerber,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/940995.html
A. Pavlyuchenkova,A. Szavay,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/941005.html
P. Lorenzi,R. Gasquet,0,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941137.html
M. Kukushkin,S. Querrey,0,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941145.html
D. Ferrer,I. Kunitsyn,2,0,ATP,Hard,http://tennis.wettpoint.com/en/games/941132.html
V. Azarenka,L. Hradecka,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/941003.html
I. Andreev,J. Isner,1,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941141.html
D. Istomin,N. Djokovic,0,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941147.html
P. Kohlschreiber,J. Del Potro,1,2,ATP,Hard,http://tennis.wettpoint.com/en/games/941138.html
K. Date Krumm,A. Ivanovic,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/941008.html
