player_a, player_b, score_a, score_b, game_type, court, match_url
D. Young,J. Blake,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954708.html
R. Ram,M. Sanchez,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/954780.html
P. Petzschner,P. Starace,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/954564.html
K. Barrois,J. Larsson,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/954529.html
B. Paire,A. Kudryavtsev,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954752.html
F. Lopez,A. Montanes,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/954681.html
S. Bubka,S. Robert,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954751.html
G. Dimitrov,F. Mayer,1,2,ATP,Clay,http://tennis.wettpoint.com/en/games/954565.html
A. Medina Garrigues,M. Niculescu,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/954530.html
P. Cuevas,T. Bellucci,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/954644.html
A. Kellner,U. Ignatik,2,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954754.html
D. Guez,J. Eysseric,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954753.html
F. Volandri,M. Granollers,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/954682.html
S. Errani,L. Hradecka,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/954858.html
R. Söderling,J. Del Potro,0,2,ATP,Clay,http://tennis.wettpoint.com/en/games/954643.html
P. Kohlschreiber,R. Stepanek,0,2,ATP,Clay,http://tennis.wettpoint.com/en/games/954567.html
S. Dev Varman,J. Tipsarevic,1,2,ATP,Clay,http://tennis.wettpoint.com/en/games/954680.html
P. Duclos,F. Dancevic,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954717.html
R. Vinci,L. Pous Tio,2,1,WTA,Clay,http://tennis.wettpoint.com/en/games/954857.html
N. Davydenko,M. Cilic,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/954566.html
R. Sweeting,G. Zemlja,2,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954715.html
N. Djokovic,B. Kavcic,2,0,ATP,Clay,http://tennis.wettpoint.com/en/games/954679.html
C. Diaz-Figueroa,B. Reynolds,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/954789.html
A. Bogomolov Jr,M. Russell,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/954718.html
R. Ram,A. Begemann,1,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/954788.html
V. Pospisil,T. Ito,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/954790.html
R. Borvanov,J. Baker,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/954787.html
