player_a, player_b, score_a, score_b, game_type, court, match_url
P. Kvitova,F. Pennetta,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/912927.html
R. Söderling,A. Dolgopolov,2,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912789.html
I. Benesova,V. Zvonareva,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912928.html
J. Melzer,A. Murray,0,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912790.html
S. Peng,A. Radwanska,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912925.html
M. Raonic,D. Ferrer,1,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912788.html
R. Nadal,M. Cilic,3,0,ATP,Hard,http://tennis.wettpoint.com/en/games/912787.html
E. Makarova,K. Clijsters,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912926.html
M. Fischer,P. Gojowczyk,1,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/916579.html
D. Meffert,M. Ilhan,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/916569.html
A. Petkovic,N. Li,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912931.html
S. Wawrinka,R. Federer,0,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912799.html
