player_a, player_b, score_a, score_b, game_type, court, match_url
D.Bracciali/F.Cermak,L.Hewitt/P.Luczak,1,2,ATP Double,Grass,http://tennis.wettpoint.com/en/games/970131.html
G. Olasco,M. Prikryl,2,0,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/969956.html
I. Andreev,P. Starace,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/969917.html
S. Murray,A. Tatishvili,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/970174.html
J. Nieminen,Y. Lu,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/969910.html
H. Watson,C. Scheepers,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/970155.html
M. Lucic,A. Stevenson,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/970169.html
O. Govortsova,R. Oprandi,2,1,WTA,Grass,http://tennis.wettpoint.com/en/games/970161.html
A. Panova,A. Brianti,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/970053.html
U. Ignatik,I. Van der Merwe,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/970246.html
E. Roger-Vasselin,R. Gabb,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/970250.html
S. Stakhovsky,J. Hernych,1,2,ATP,Grass,http://tennis.wettpoint.com/en/games/969918.html
A. Kudryavtseva,A. Cornet,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/970164.html
T. Kamke,J. Reister,1,0,ATP,Grass,http://tennis.wettpoint.com/en/games/969913.html
E. Webley-Smith,M. Rybarikova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/970147.html
D. Munoz-De La Nava,A. Molteni,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/969951.html
I. Minar,F. Bagnis,0,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/969946.html
V. Razzano,A. Rodionova,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/970145.html
D. Cox,J. Ward,0,2,ATP,Grass,http://tennis.wettpoint.com/en/games/969987.html
F. Lopez,D. Tursunov,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/970000.html
M. Ilhan,J. Hajek,2,0,ATP,Grass,http://tennis.wettpoint.com/en/games/970004.html
M. Berrer,R. Harrison,2,1,ATP,Grass,http://tennis.wettpoint.com/en/games/969984.html
S. Aoyama,C. Vandeweghe,0,2,WTA,Grass,http://tennis.wettpoint.com/en/games/970146.html
B.Mattek-Sands/M.Oudin,X.Han/M.Shamayko,2,0,WTA Double,Hard,http://tennis.wettpoint.com/en/games/970217.html
J. Chardy,D. Smethurst,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/970241.html
K. Beck,D. Evans,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/970243.html
R. Farah,R. Bloomfield,2,1,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/970242.html
R. Marino,M. South,2,0,WTA,Grass,http://tennis.wettpoint.com/en/games/970172.html
O. Savchuk,A. Bondarenko,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/970064.html
M.Kohlmann/P.Petzschner,E.Butorac/J.Rojer,1,2,ATP Double,Grass,http://tennis.wettpoint.com/en/games/970132.html
