player_a, player_b, score_a, score_b, game_type, court, match_url
G. Jones,A. Begemann,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960884.html
H. Heliovaara,K. Im,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960886.html
J. An,M. Ebden,0,1,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960888.html
K. Kim,Y. Lim,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960883.html
Y. Lu,H. Kondo,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960881.html
M. Ledovskikh,D. Sela,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960892.html
Y. Sugita,M. Venus,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960889.html
D. Yoo,T. Matsui,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960891.html
S. Jeong,E. Kirillov,2,1,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960890.html
V. Pospisil,M. Mecir,2,0,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960894.html
M. Gong,A. Weintraub,1,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960887.html
T. Suzuki,H. Kim,0,2,Challenger Tour ATP,Hard,http://tennis.wettpoint.com/en/games/960895.html
R. Machado,O. Rochus,2,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/961075.html
F. Serra,C. Salamanca,2,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/961072.html
R. Bautista-Agut,P. Capdeville,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/961066.html
M. Teixeira,N. Mahut,0,2,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/961071.html
J. Benneteau,A. Kudryavtsev,2,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/961064.html
M. Cilic,I. Karlovic,1,0,ATP,Clay,http://tennis.wettpoint.com/en/games/960959.html
K. Date Krumm,L. Safarova,0,2,WTA,Clay,http://tennis.wettpoint.com/en/games/960815.html
A. Rodionova,Y. Shvedova,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/960810.html
K. Anderson,S. Querrey,0,1,ATP,Clay,http://tennis.wettpoint.com/en/games/960979.html
A. Brianti,J. Zheng,2,0,WTA,Clay,http://tennis.wettpoint.com/en/games/960827.html
A. Bogomolov Jr,H. Zeballos,0,1,Challenger Tour ATP,Clay,http://tennis.wettpoint.com/en/games/961068.html
